acquisition	objective	run_id	time_per_iteration	implementation
kg	h6	85	0.794652795791626	DiceOptim
kg	h6	86	1.0920168956120808	DiceOptim
kg	h6	87	0.7868417421976726	DiceOptim
kg	h6	88	0.8438072919845581	DiceOptim
kg	h6	89	0.7910539627075195	DiceOptim
kg	h6	90	0.8400030771891276	DiceOptim
kg	h6	91	0.8213975270589192	DiceOptim
kg	h6	92	1.8488309860229493	DiceOptim
kg	h6	93	0.7952799797058105	DiceOptim
kg	h6	94	0.05812926014264425	DiceOptim
kg	h6	95	0.8448676904042561	DiceOptim
kg	h6	96	0.8065846761067709	DiceOptim
kg	h6	97	0.06058517959382799	DiceOptim
kg	h6	98	0.03365459534857008	DiceOptim
kg	h6	99	0.8219280878702799	DiceOptim
kg	gp	0	0.9430865605672201	DiceOptim
kg	gp	1	0.9362589200337728	DiceOptim
kg	gp	2	1.2254869620005289	DiceOptim
kg	gp	3	0.9696119864781697	DiceOptim
kg	gp	4	1.4773359696070354	DiceOptim
kg	gp	5	1.9525869210561118	DiceOptim
kg	gp	6	1.319154683748881	DiceOptim
kg	gp	7	1.0374204476674398	DiceOptim
kg	gp	8	1.6700400431950888	DiceOptim
kg	gp	9	1.3214749574661255	DiceOptim
kg	gp	10	0.03693744765387641	DiceOptim
kg	gp	11	1.1266925175984701	DiceOptim
kg	gp	12	1.339555517832438	DiceOptim
kg	gp	13	1.0619052489598593	DiceOptim
kg	gp	14	1.969142532348633	DiceOptim
kg	gp	15	1.5428110122680665	DiceOptim
kg	gp	16	1.4091095685958863	DiceOptim
kg	gp	17	1.9781153122584025	DiceOptim
kg	gp	18	0.037449793285793724	DiceOptim
kg	gp	19	0.8678850571314494	DiceOptim
kg	gp	20	0.7267127672831217	DiceOptim
kg	gp	21	1.0551953554153441	DiceOptim
kg	gp	22	1.0983852942784627	DiceOptim
kg	gp	23	0.6483399550120036	DiceOptim
kg	gp	24	0.03376058419545491	DiceOptim
kg	gp	25	0.8146289745966594	DiceOptim
kg	gp	26	0.034295268456141156	DiceOptim
kg	gp	27	1.0204472223917642	DiceOptim
kg	gp	28	0.035424633555942116	DiceOptim
kg	gp	29	0.03352283835411072	DiceOptim
kg	gp	30	1.012314216295878	DiceOptim
kg	gp	31	0.04204537126753065	DiceOptim
kg	gp	32	0.6679751793543498	DiceOptim
kg	gp	33	1.9136475006739297	DiceOptim
kg	gp	34	1.42276873588562	DiceOptim
kg	gp	35	1.1000126520792644	DiceOptim
kg	gp	36	0.9139755487442016	DiceOptim
kg	gp	37	1.0444185177485148	DiceOptim
kg	gp	38	0.7153930346171061	DiceOptim
kg	gp	39	0.7511610587437948	DiceOptim
kg	gp	40	0.9110371192296346	DiceOptim
kg	gp	41	1.0943222045898438	DiceOptim
kg	gp	42	1.3298633337020873	DiceOptim
kg	gp	43	1.2066132227579753	DiceOptim
kg	gp	44	1.1527767101923625	DiceOptim
kg	gp	45	0.9551404635111491	DiceOptim
kg	gp	46	0.861424430211385	DiceOptim
kg	gp	47	0.036790274779001875	DiceOptim
kg	gp	48	0.9261898517608642	DiceOptim
kg	gp	49	0.8568345467249553	DiceOptim
kg	gp	50	0.9223911762237549	DiceOptim
kg	gp	51	1.7812405824661255	DiceOptim
kg	gp	52	0.03466978338029649	DiceOptim
kg	gp	53	0.969776701927185	DiceOptim
kg	gp	54	1.0062815189361571	DiceOptim
kg	gp	55	0.6784728527069092	DiceOptim
kg	gp	56	0.8342196861902873	DiceOptim
kg	gp	57	0.8945472876230876	DiceOptim
kg	gp	58	1.0474143028259277	DiceOptim
kg	gp	59	0.8515278021494548	DiceOptim
kg	gp	60	1.0431809266408285	DiceOptim
kg	gp	61	0.7173478682835897	DiceOptim
kg	gp	62	1.2195269107818603	DiceOptim
kg	gp	63	1.684770941734314	DiceOptim
kg	gp	64	0.03654496643278334	DiceOptim
kg	gp	65	0.9327030499776204	DiceOptim
kg	gp	66	1.0591543833414714	DiceOptim
kg	gp	67	0.8901886145273844	DiceOptim
kg	gp	68	1.2218927145004272	DiceOptim
kg	gp	69	1.6692859013875325	DiceOptim
kg	gp	70	0.851879088083903	DiceOptim
kg	gp	71	0.9677452405293783	DiceOptim
kg	gp	72	0.9854888518651327	DiceOptim
kg	gp	73	0.9915904442469279	DiceOptim
kg	gp	74	1.034380888938904	DiceOptim
kg	gp	75	1.9478294452031453	DiceOptim
kg	gp	76	0.7708295265833537	DiceOptim
kg	gp	77	1.1361960411071776	DiceOptim
kg	gp	78	0.9640478690465292	DiceOptim
kg	gp	79	1.8252618789672852	DiceOptim
kg	gp	80	0.7028767824172973	DiceOptim
kg	gp	81	0.036282082398732506	DiceOptim
kg	gp	82	1.0894161383310954	DiceOptim
kg	gp	83	1.046411887804667	DiceOptim
kg	gp	84	1.0365717967351278	DiceOptim
kg	gp	85	0.7705408493677776	DiceOptim
kg	gp	86	0.6620805660883585	DiceOptim
kg	gp	87	0.7916910807291667	DiceOptim
kg	gp	88	0.7503578265508016	DiceOptim
kg	gp	89	0.8356161912282308	DiceOptim
kg	gp	90	0.7077314933141072	DiceOptim
kg	gp	91	1.0473129272460937	DiceOptim
kg	gp	92	0.725543212890625	DiceOptim
kg	gp	93	0.038094968133502535	DiceOptim
kg	gp	94	0.918838636080424	DiceOptim
kg	gp	95	1.136765726407369	DiceOptim
kg	gp	96	0.9209067662556966	DiceOptim
kg	gp	97	0.8717790762583415	DiceOptim
kg	gp	98	1.2370344877243042	DiceOptim
kg	gp	99	1.0529555638631185	DiceOptim
kg	ros	0	0.06451431194941203	DiceOptim
kg	ros	1	0.06356383045514424	DiceOptim
kg	ros	2	0.04792750398317973	DiceOptim
kg	ros	3	0.06124872989124722	DiceOptim
kg	ros	4	0.06428770515653821	DiceOptim
kg	ros	5	0.06166140662299262	DiceOptim
kg	ros	6	0.06566135300530328	DiceOptim
kg	ros	7	0.05706791268454658	DiceOptim
kg	ros	8	0.058442954354816015	DiceOptim
kg	ros	9	0.056387906604342994	DiceOptim
kg	ros	10	0.06478530791070726	DiceOptim
kg	ros	11	0.06589409311612447	DiceOptim
kg	ros	12	0.053437258270051746	DiceOptim
kg	ros	13	0.06016196833716499	DiceOptim
kg	ros	14	0.05688612368371752	DiceOptim
kg	ros	15	0.060079818964004515	DiceOptim
kg	ros	16	0.04367616640196906	DiceOptim
kg	ros	17	0.05606728659735785	DiceOptim
kg	ros	18	0.05546019156773885	DiceOptim
kg	ros	19	0.06289514342943828	DiceOptim
kg	ros	20	0.05069003555509779	DiceOptim
kg	ros	21	0.06340104182561239	DiceOptim
kg	ros	22	0.05718708674112956	DiceOptim
kg	ros	23	0.06616967598597208	DiceOptim
kg	ros	24	0.055537356932957964	DiceOptim
kg	ros	25	0.055678246948454115	DiceOptim
kg	ros	26	0.06477331466144985	DiceOptim
kg	ros	27	0.06144364515940348	DiceOptim
kg	ros	28	1.113285772005717	DiceOptim
kg	ros	29	0.0673632197909885	DiceOptim
kg	ros	30	0.05219312998983595	DiceOptim
kg	ros	31	0.06572613027360705	DiceOptim
kg	ros	32	0.05256639785236782	DiceOptim
kg	ros	33	0.05149406128459507	DiceOptim
kg	ros	34	0.06062486237949795	DiceOptim
kg	ros	35	0.059937902821434866	DiceOptim
kg	ros	36	0.05033778707186381	DiceOptim
kg	ros	37	0.06119072092903985	DiceOptim
kg	ros	38	0.055958033535215584	DiceOptim
kg	ros	39	0.7852603673934937	DiceOptim
kg	ros	40	0.06421627905633714	DiceOptim
kg	ros	41	0.05349116259151035	DiceOptim
kg	ros	42	0.06277656277020773	DiceOptim
kg	ros	43	0.0568359653155009	DiceOptim
kg	ros	44	0.06389500353071424	DiceOptim
kg	ros	45	0.062476088073518544	DiceOptim
kg	ros	46	0.056433298852708605	DiceOptim
kg	ros	47	0.05512741194831001	DiceOptim
kg	ros	48	0.06660215722190009	DiceOptim
kg	ros	49	0.04523597637812296	DiceOptim
kg	ros	50	0.059928262498643664	DiceOptim
kg	ros	51	0.06261187116305034	DiceOptim
kg	ros	52	0.06314811004532708	DiceOptim
kg	ros	53	0.06313638872570462	DiceOptim
kg	ros	54	0.06148138112492031	DiceOptim
kg	ros	55	0.06541924171977573	DiceOptim
kg	ros	56	0.061936307880613536	DiceOptim
kg	ros	57	0.059718309375974866	DiceOptim
kg	ros	58	0.033711075252956815	DiceOptim
kg	ros	59	0.0619192119439443	DiceOptim
kg	ros	60	0.06621365017361111	DiceOptim
kg	ros	61	0.060231387482749095	DiceOptim
kg	ros	62	0.059820924599965415	DiceOptim
kg	ros	63	0.06057475937737359	DiceOptim
kg	ros	64	0.06547976043489244	DiceOptim
kg	ros	65	0.06335807840029399	DiceOptim
kg	ros	66	0.056681458022859364	DiceOptim
kg	ros	67	0.05217722362942166	DiceOptim
kg	ros	68	0.06573229365878636	DiceOptim
kg	ros	69	0.06443479670418634	DiceOptim
kg	ros	70	0.06650361643897162	DiceOptim
kg	ros	71	0.06541966729693943	DiceOptim
kg	ros	72	0.058129301468531284	DiceOptim
kg	ros	73	0.06213533891571892	DiceOptim
kg	ros	74	0.06066579553816054	DiceOptim
kg	ros	75	0.05912466353840298	DiceOptim
kg	ros	76	0.05980014297697279	DiceOptim
kg	ros	77	0.05729977554745144	DiceOptim
kg	ros	78	0.06539537800682915	DiceOptim
kg	ros	79	0.06171238647566901	DiceOptim
kg	ros	80	0.06053858836491902	DiceOptim
kg	ros	81	0.06913451274236043	DiceOptim
