acquisition	objective	run_id	time_per_iteration	implementation
ei	gp	30	0.07118017359947165	BoTorch
ei	gp	31	0.07023622208895783	BoTorch
ei	gp	32	0.07072624016242722	BoTorch
ei	gp	33	0.07530892024127146	BoTorch
ei	gp	34	0.07527587595395743	BoTorch
ei	gp	35	0.07915285411290825	BoTorch
ei	gp	36	0.07556568005432686	BoTorch
ei	gp	37	0.07337212134152651	BoTorch
ei	gp	38	0.07526095556095243	BoTorch
ei	gp	39	0.07143098294424514	BoTorch
ei	gp	40	0.08325886740349234	BoTorch
ei	gp	41	0.07085133756821355	BoTorch
ei	gp	42	0.07293267296627164	BoTorch
ei	gp	43	0.07309722136706114	BoTorch
ei	gp	44	0.06746137901209295	BoTorch
ei	gp	45	0.07446456473941604	BoTorch
ei	gp	46	0.0742618340998888	BoTorch
ei	gp	47	0.07595357620157302	BoTorch
ei	gp	48	0.06875564507208765	BoTorch
ei	gp	49	0.0817544512450695	BoTorch
ei	gp	50	0.08346912457297245	BoTorch
ei	gp	51	0.07589206232999762	BoTorch
ei	gp	52	0.07177123106084764	BoTorch
ei	gp	53	0.06761695280050238	BoTorch
ei	gp	54	0.07540257273552319	BoTorch
ei	gp	55	0.07088228423769276	BoTorch
ei	gp	56	0.07335942882734041	BoTorch
ei	gp	57	0.0806032037983338	BoTorch
ei	gp	58	0.07320192048015693	BoTorch
ei	gp	59	0.07883219178766013	BoTorch
ei	gp	60	0.07248564686936637	BoTorch
ei	gp	61	0.08047462366521359	BoTorch
ei	gp	62	0.0722032133800288	BoTorch
ei	gp	63	0.07220088996303578	BoTorch
ei	gp	64	0.07934238937062522	BoTorch
ei	gp	65	0.07017603052469591	BoTorch
ei	gp	66	0.07409378197044134	BoTorch
ei	gp	67	0.07241259519942105	BoTorch
ei	gp	68	0.08040857476492723	BoTorch
ei	gp	69	0.07506559553245704	BoTorch
ei	gp	70	0.08098984517467518	BoTorch
ei	gp	71	0.07085850092892845	BoTorch
ei	gp	72	0.0758157258387655	BoTorch
ei	gp	73	0.07459494443610311	BoTorch
ei	gp	74	0.0770381298692276	BoTorch
ei	gp	75	0.07496741729167601	BoTorch
ei	gp	76	0.08102764560220142	BoTorch
ei	gp	77	0.07667944133281708	BoTorch
ei	gp	78	0.07342257467098534	BoTorch
ei	gp	79	0.07111323541030287	BoTorch
ei	gp	80	0.07016361507897576	BoTorch
ei	gp	81	0.07419882561080157	BoTorch
ei	gp	82	0.08585690259933472	BoTorch
ei	gp	83	0.07420095809114476	BoTorch
ei	gp	84	0.06898248953123888	BoTorch
ei	gp	85	0.07840494940367838	BoTorch
ei	gp	86	0.06683707938839992	BoTorch
ei	gp	87	0.07567567542816202	BoTorch
ei	gp	88	0.07888681933594247	BoTorch
ei	gp	89	0.07146511441096663	BoTorch
ei	gp	90	0.07258042846806348	BoTorch
ei	gp	91	0.08255412463719645	BoTorch
ei	gp	92	0.0734764525666833	BoTorch
ei	gp	93	0.07642900447050731	BoTorch
ei	gp	94	0.07112694055152437	BoTorch
ei	gp	95	0.0693576256899784	BoTorch
ei	gp	96	0.0739323787856847	BoTorch
ei	gp	97	0.07482082510056595	BoTorch
ei	gp	98	0.06645414428785443	BoTorch
ei	gp	99	0.070489075469474	BoTorch
ei	ros	0	0.09969443276834984	BoTorch
ei	ros	1	0.0882642804334561	BoTorch
ei	ros	2	0.09700469356030225	BoTorch
ei	ros	3	0.09182253557567795	BoTorch
ei	ros	4	0.09011288844048977	BoTorch
ei	ros	5	0.09368443900408845	BoTorch
ei	ros	6	0.08863923499981562	BoTorch
ei	ros	7	0.09538290446313719	BoTorch
ei	ros	8	0.08989458087210854	BoTorch
ei	ros	9	0.09593488809963067	BoTorch
ei	ros	10	0.09315859464307626	BoTorch
ei	ros	11	0.09347480336825052	BoTorch
ei	ros	12	0.08936264635995031	BoTorch
ei	ros	13	0.09373560003004969	BoTorch
ei	ros	14	0.10030125106374423	BoTorch
ei	ros	15	0.09551159869879484	BoTorch
ei	ros	16	0.10024283582655093	BoTorch
ei	ros	17	0.09440423257959386	BoTorch
ei	ros	18	0.09064612430520355	BoTorch
ei	ros	19	0.09162717315678795	BoTorch
ei	ros	20	0.09400784370178977	BoTorch
ei	ros	21	0.08903730702586472	BoTorch
ei	ros	22	0.10049916960609456	BoTorch
ei	ros	23	0.09763997690752149	BoTorch
ei	ros	24	0.08633792512118817	BoTorch
ei	ros	25	0.09150820087331037	BoTorch
ei	ros	26	0.09766431657286982	BoTorch
ei	ros	27	0.09042194543095926	BoTorch
ei	ros	28	0.09825473154584567	BoTorch
ei	ros	29	0.0945507386388878	BoTorch
ei	ros	30	0.10389539059251547	BoTorch
ei	ros	31	0.09804818060559531	BoTorch
ei	ros	32	0.09505460389579336	BoTorch
ei	ros	33	0.0967477661712716	BoTorch
ei	ros	34	0.09834387926384806	BoTorch
ei	ros	35	0.09609098569490016	BoTorch
ei	ros	36	0.09488847243289153	BoTorch
ei	ros	37	0.0971721310634166	BoTorch
ei	ros	38	0.090043135608236	BoTorch
ei	ros	39	0.09230064333726963	BoTorch
ei	ros	40	0.08910444546490907	BoTorch
ei	ros	41	0.09549474601323406	BoTorch
ei	ros	42	0.09540366133054097	BoTorch
ei	ros	43	0.09449783383558194	BoTorch
ei	ros	44	0.0995545778889209	BoTorch
ei	ros	45	0.09399370316726466	BoTorch
ei	ros	46	0.09281811836796502	BoTorch
ei	ros	47	0.09883173227620622	BoTorch
ei	ros	48	0.09506657236876587	BoTorch
ei	ros	49	0.10096060400828719	BoTorch
ei	ros	50	0.09337222981266677	BoTorch
ei	ros	51	0.09262875304557383	BoTorch
ei	ros	52	0.09369048721467456	BoTorch
ei	ros	53	0.08801594811181228	BoTorch
ei	ros	54	0.09816533701183895	BoTorch
ei	ros	55	0.09424486869635681	BoTorch
ei	ros	56	0.09920465208900471	BoTorch
ei	ros	57	0.09623441176178554	BoTorch
ei	ros	58	0.09950733026489615	BoTorch
ei	ros	59	0.09840133766022821	BoTorch
ei	ros	60	0.09325403510592878	BoTorch
ei	ros	61	0.09198381765745581	BoTorch
ei	ros	62	0.08994156308472157	BoTorch
ei	ros	63	0.094968554796651	BoTorch
ei	ros	64	0.09783762074075639	BoTorch
ei	ros	65	0.0918436532219251	BoTorch
ei	ros	66	0.09852380435913802	BoTorch
ei	ros	67	0.09898452868995568	BoTorch
ei	ros	68	0.10010517863556742	BoTorch
ei	ros	69	0.09699582372171184	BoTorch
ei	ros	70	0.0979864641558379	BoTorch
ei	ros	71	0.09824128473798434	BoTorch
ei	ros	72	0.09700846035654347	BoTorch
ei	ros	73	0.10011109421029687	BoTorch
ei	ros	74	0.0969165306383123	BoTorch
ei	ros	75	0.10083095296286046	BoTorch
ei	ros	76	0.08970698950191339	BoTorch
ei	ros	77	0.09572409313792983	BoTorch
ei	ros	78	0.09534359549482664	BoTorch
ei	ros	79	0.09977491783599059	BoTorch
ei	ros	80	0.09280328173190355	BoTorch
ei	ros	81	0.09465388486472269	BoTorch
ei	ros	82	0.09520780538829664	BoTorch
ei	ros	83	0.09202804351225495	BoTorch
ei	ros	84	0.0881646890969326	BoTorch
ei	ros	85	0.0960570894026508	BoTorch
ei	ros	86	0.10991503880359232	BoTorch
ei	ros	87	0.09358835367796321	BoTorch
ei	ros	88	0.08868429893627763	BoTorch
ei	ros	89	0.09283679158737262	BoTorch
ei	ros	90	0.09790329950240752	BoTorch
ei	ros	91	0.09607057340132694	BoTorch
ei	ros	92	0.09488390479236841	BoTorch
ei	ros	93	0.09410203634761274	BoTorch
ei	ros	94	0.09875569604337216	BoTorch
ei	ros	95	0.10036373807427784	BoTorch
ei	ros	96	0.09946477833824853	BoTorch
ei	ros	97	0.09369500130414962	BoTorch
ei	ros	98	0.08975534063453476	BoTorch
ei	ros	99	0.09165900216127436	BoTorch
kg	h6	0	3.1644432089601953	BoTorch
kg	h6	1	3.340164791063095	BoTorch
kg	h6	2	2.952818122630318	BoTorch
kg	h6	3	3.1955740904280296	BoTorch
kg	h6	4	3.3703094670549034	BoTorch
kg	h6	5	4.03646585700723	BoTorch
kg	h6	6	3.209290629842629	BoTorch
kg	h6	7	3.7943623488303273	BoTorch
kg	h6	8	3.234768541545297	BoTorch
kg	h6	9	3.4691299734947583	BoTorch
kg	h6	10	3.600178614491597	BoTorch
kg	h6	11	4.398127182836955	BoTorch
kg	h6	12	3.2827448938352366	BoTorch
kg	h6	13	4.429592322340856	BoTorch
kg	h6	14	3.9687619518333426	BoTorch
kg	h6	15	3.545606667889903	BoTorch
kg	h6	16	4.014612491444374	BoTorch
kg	h6	17	3.4619148404337468	BoTorch
kg	h6	18	3.315977218033125	BoTorch
kg	h6	19	3.7246687585953624	BoTorch
kg	h6	20	3.30114034996368	BoTorch
kg	h6	21	3.38873129755569	BoTorch
kg	h6	22	3.400315058805669	BoTorch
kg	h6	23	3.710188597875337	BoTorch
kg	h6	24	3.976964426475267	BoTorch
kg	h6	25	3.651364164504533	BoTorch
kg	h6	26	3.872965377445022	BoTorch
kg	h6	27	3.168829076255982	BoTorch
kg	h6	28	3.4154858333989977	BoTorch
kg	h6	29	3.646266134905939	BoTorch
kg	h6	30	3.576925694787254	BoTorch
kg	h6	31	3.420959795312956	BoTorch
kg	h6	32	2.885405667467664	BoTorch
kg	h6	33	3.9359001426336664	BoTorch
kg	h6	34	4.2225967260388035	BoTorch
kg	h6	35	3.792961628331492	BoTorch
kg	h6	36	3.924038981134072	BoTorch
kg	h6	37	3.392649533227086	BoTorch
kg	h6	38	3.398364594268302	BoTorch
kg	h6	39	3.5158047659322618	BoTorch
kg	h6	40	2.710588096966967	BoTorch
kg	h6	41	3.1622290889266877	BoTorch
kg	h6	42	2.658180180207516	BoTorch
kg	h6	43	4.012774522602558	BoTorch
kg	h6	44	3.510145456933727	BoTorch
kg	h6	45	3.510824784465755	BoTorch
kg	h6	46	3.52900621194082	BoTorch
kg	h6	47	4.124224244430661	BoTorch
kg	h6	48	3.8021034402928007	BoTorch
kg	h6	49	3.147555230402698	BoTorch
kg	h6	50	3.8723275076597927	BoTorch
kg	h6	51	3.8685713433350126	BoTorch
kg	h6	52	3.2484493338658162	BoTorch
kg	h6	53	2.917369471428295	BoTorch
kg	h6	54	3.6180694696648668	BoTorch
kg	h6	55	3.0732609294354916	BoTorch
kg	h6	56	3.1012640854033333	BoTorch
kg	h6	57	3.368571680908402	BoTorch
kg	h6	58	3.6238520928348104	BoTorch
kg	h6	59	3.180462001093353	BoTorch
kg	h6	60	3.6049731837430348	BoTorch
kg	h6	61	3.7041639234405013	BoTorch
kg	h6	62	3.484777487069368	BoTorch
kg	h6	63	2.792773876323675	BoTorch
kg	h6	64	2.9363857583453257	BoTorch
kg	h6	65	3.1731244013334314	BoTorch
kg	h6	66	3.235182528073589	BoTorch
kg	h6	67	3.3790528228351224	BoTorch
kg	h6	68	3.3783190144381177	BoTorch
kg	h6	69	2.6543768869712947	BoTorch
kg	h6	70	2.9708196110402545	BoTorch
kg	h6	71	3.917417880768577	BoTorch
kg	h6	72	3.1410403865699967	BoTorch
kg	h6	73	2.948289022470514	BoTorch
kg	h6	74	3.1106858887399236	BoTorch
kg	h6	75	3.584518804261461	BoTorch
kg	h6	76	3.379006606542195	BoTorch
kg	h6	77	3.6897182340578487	BoTorch
kg	h6	78	3.8395326297109325	BoTorch
kg	h6	79	3.4033888993629566	BoTorch
kg	h6	80	3.440397690795362	BoTorch
kg	h6	81	3.075810946431011	BoTorch
kg	h6	82	3.1368531967358044	BoTorch
kg	h6	83	3.6524802770931273	BoTorch
kg	h6	84	3.360230387390281	BoTorch
kg	h6	85	2.839671751158312	BoTorch
kg	h6	86	3.303225680269922	BoTorch
kg	h6	87	2.923841856388996	BoTorch
kg	h6	88	3.5029217403382065	BoTorch
kg	h6	89	2.932869624532759	BoTorch
kg	h6	90	3.7434509072763222	BoTorch
kg	h6	91	3.340973769609506	BoTorch
kg	h6	92	3.2889677312535546	BoTorch
kg	h6	93	3.359022098267451	BoTorch
kg	h6	94	3.2123831716210893	BoTorch
kg	h6	95	3.212480199802667	BoTorch
kg	h6	96	3.103359982728337	BoTorch
kg	h6	97	2.9537725363702823	BoTorch
kg	h6	98	3.359564897728463	BoTorch
kg	h6	99	2.7858148558996616	BoTorch
kg	gp	0	1.646560059596474	BoTorch
kg	gp	1	1.6445692640574028	BoTorch
kg	gp	2	2.5055653283682964	BoTorch
kg	gp	3	1.7952256731999416	BoTorch
kg	gp	4	2.0240229385439306	BoTorch
kg	gp	5	2.2212416421001158	BoTorch
kg	gp	6	1.9854447902025034	BoTorch
kg	gp	7	1.9622066628653556	BoTorch
kg	gp	8	1.6378174068561444	BoTorch
kg	gp	9	2.07093881846716	BoTorch
kg	gp	10	1.7146130152046681	BoTorch
kg	gp	11	1.905711524762834	BoTorch
kg	gp	12	1.8836486446360747	BoTorch
kg	gp	13	2.050714880305653	BoTorch
kg	gp	14	1.7081597574210414	BoTorch
kg	gp	15	1.927074327506125	BoTorch
kg	gp	16	2.4845674183995774	BoTorch
kg	gp	17	1.9261647634984305	BoTorch
kg	gp	18	2.059939114268248	BoTorch
kg	gp	19	1.7821671783458441	BoTorch
kg	gp	20	1.9220609828053663	BoTorch
kg	gp	21	2.4725410380400716	BoTorch
kg	gp	22	3.4149958642044416	BoTorch
kg	gp	23	1.7948196881295493	BoTorch
kg	gp	24	1.606911309575662	BoTorch
kg	gp	25	1.5204904339431475	BoTorch
kg	gp	26	2.140208369664227	BoTorch
kg	gp	27	2.6012000735383483	BoTorch
kg	gp	28	2.1972972657686722	BoTorch
kg	gp	29	2.3887580583958576	BoTorch
kg	gp	30	2.0691912894602864	BoTorch
kg	gp	31	2.2333696369081735	BoTorch
kg	gp	32	1.4804373424345008	BoTorch
kg	gp	33	1.8868010124657304	BoTorch
kg	gp	34	1.8799408640402058	BoTorch
kg	gp	35	1.6430790187014888	BoTorch
kg	gp	36	1.8672338337947925	BoTorch
kg	gp	37	1.63680892198657	BoTorch
kg	gp	38	1.9185422462256005	BoTorch
kg	gp	39	1.829727718932554	BoTorch
kg	gp	40	2.171718507943054	BoTorch
kg	gp	41	2.2169737390708177	BoTorch
kg	gp	42	1.709457329334691	BoTorch
kg	gp	43	2.011781505231435	BoTorch
kg	gp	44	2.0880753668335577	BoTorch
kg	gp	45	1.6472905738124004	BoTorch
kg	gp	46	1.62828864857244	BoTorch
kg	gp	47	2.179602050036192	BoTorch
kg	gp	48	1.9150716978280495	BoTorch
kg	gp	49	1.992733203076447	BoTorch
kg	gp	50	2.712241424061358	BoTorch
kg	gp	51	1.7255218651611357	BoTorch
kg	gp	52	2.063967298762873	BoTorch
kg	gp	53	1.5704494661651551	BoTorch
kg	gp	54	2.3594041207650056	BoTorch
kg	gp	55	1.6012745615560562	BoTorch
kg	gp	56	1.735092816905429	BoTorch
kg	gp	57	2.174146386499827	BoTorch
kg	gp	58	2.3561020294980457	BoTorch
kg	gp	59	1.4393985925707966	BoTorch
kg	gp	60	1.9283041812634716	BoTorch
kg	gp	61	2.07195282309937	BoTorch
kg	gp	62	1.7171749611074725	BoTorch
kg	gp	63	1.692914073339974	BoTorch
kg	gp	64	2.4829777283594012	BoTorch
kg	gp	65	1.9100895628953973	BoTorch
kg	gp	66	1.881357552561288	BoTorch
kg	gp	67	1.8067838166374712	BoTorch
kg	gp	68	1.9872532161728789	BoTorch
kg	gp	69	1.8800966520017635	BoTorch
kg	gp	70	2.066573931478585	BoTorch
kg	gp	71	1.570808219909668	BoTorch
kg	gp	72	2.1906812289108832	BoTorch
kg	gp	73	1.886216261672477	BoTorch
kg	gp	74	1.722045464068651	BoTorch
kg	gp	75	1.8261552650636683	BoTorch
kg	gp	76	2.270733999600634	BoTorch
kg	gp	77	1.9174918426355967	BoTorch
kg	gp	78	1.8204089105439683	BoTorch
kg	gp	79	1.7233380446365725	BoTorch
kg	gp	80	2.122808347409591	BoTorch
kg	gp	81	2.4382825730989377	BoTorch
kg	gp	82	2.0726753684381642	BoTorch
kg	gp	83	2.215176813630387	BoTorch
kg	gp	84	1.803438207258781	BoTorch
kg	gp	85	1.9393813557301958	BoTorch
kg	gp	86	2.671908222511411	BoTorch
kg	gp	87	1.776017197035253	BoTorch
kg	gp	88	2.097160460660234	BoTorch
kg	gp	89	2.1112203584363063	BoTorch
kg	gp	90	1.5776907362043857	BoTorch
kg	gp	91	1.7043718967741976	BoTorch
kg	gp	92	2.258959650838127	BoTorch
kg	gp	93	2.4437073015763113	BoTorch
kg	gp	94	2.114417764591053	BoTorch
kg	gp	95	2.086801806340615	BoTorch
kg	gp	96	1.8860216349673768	BoTorch
kg	gp	97	2.4182551729648063	BoTorch
kg	gp	98	2.8645177575293927	BoTorch
kg	gp	99	1.9495629228030642	BoTorch
kg	ros	0	3.5755266691713286	BoTorch
kg	ros	1	2.9240951241614916	BoTorch
kg	ros	2	3.097357357246801	BoTorch
kg	ros	3	3.407445879466832	BoTorch
kg	ros	4	3.5901476112660022	BoTorch
kg	ros	5	3.154683771946778	BoTorch
kg	ros	6	3.250323096336797	BoTorch
kg	ros	7	3.2222265020323295	BoTorch
kg	ros	8	3.4096312900384267	BoTorch
kg	ros	9	2.803259783765922	BoTorch
kg	ros	10	2.8916378100557876	BoTorch
kg	ros	11	2.9626094352609167	BoTorch
kg	ros	12	3.0398460354345542	BoTorch
kg	ros	13	2.3919258331569533	BoTorch
kg	ros	14	3.4171258138337484	BoTorch
kg	ros	15	3.5423057919057706	BoTorch
kg	ros	16	2.857999717304483	BoTorch
kg	ros	17	3.3156459189330536	BoTorch
kg	ros	18	2.8856388978039225	BoTorch
kg	ros	19	3.1547793636564165	BoTorch
kg	ros	20	2.858405420665319	BoTorch
kg	ros	21	3.1919878150026	BoTorch
kg	ros	22	3.3787446714627247	BoTorch
kg	ros	23	3.0969871193015326	BoTorch
kg	ros	24	3.420540703398486	BoTorch
kg	ros	25	3.5746289199683816	BoTorch
kg	ros	26	3.0824692186744262	BoTorch
kg	ros	27	3.2940659377723933	BoTorch
kg	ros	28	2.8736815904732795	BoTorch
kg	ros	29	3.4707894512607407	BoTorch
kg	ros	30	3.031385965210696	BoTorch
kg	ros	31	3.6213643765697876	BoTorch
kg	ros	32	3.556910197964559	BoTorch
kg	ros	33	2.9950810528670746	BoTorch
kg	ros	34	3.433377331091712	BoTorch
kg	ros	35	2.9899985862274963	BoTorch
kg	ros	36	3.567273813330879	BoTorch
kg	ros	37	3.589450169246023	BoTorch
kg	ros	38	3.398631483425076	BoTorch
kg	ros	39	3.2387898606403422	BoTorch
kg	ros	40	3.239111030443261	BoTorch
kg	ros	41	3.143515296264862	BoTorch
kg	ros	42	3.515995833091438	BoTorch
kg	ros	43	3.019911258791884	BoTorch
kg	ros	44	2.5232882641255854	BoTorch
kg	ros	45	3.6129946041386574	BoTorch
kg	ros	46	2.6445598750996093	BoTorch
kg	ros	47	3.448626747044424	BoTorch
kg	ros	48	3.4488190084385377	BoTorch
kg	ros	49	2.902597944500546	BoTorch
kg	ros	50	2.5717246283311397	BoTorch
kg	ros	51	3.2925566792643317	BoTorch
kg	ros	52	3.305025857997437	BoTorch
kg	ros	53	3.0604033563130844	BoTorch
kg	ros	54	3.159745272124807	BoTorch
kg	ros	55	3.4356949070313325	BoTorch
kg	ros	56	3.7103375111396115	BoTorch
kg	ros	57	2.9371689608320595	BoTorch
kg	ros	58	3.184413416078314	BoTorch
kg	ros	59	3.305816028298189	BoTorch
kg	ros	60	3.7188813257031144	BoTorch
kg	ros	61	2.5512557917274536	BoTorch
kg	ros	62	3.487806096098696	BoTorch
kg	ros	63	2.9296840914369873	BoTorch
kg	ros	64	3.4334608659303436	BoTorch
kg	ros	65	3.5098465035979944	BoTorch
kg	ros	66	2.88858621159258	BoTorch
kg	ros	67	3.208184118103236	BoTorch
kg	ros	68	3.169917927511657	BoTorch
kg	ros	69	3.381432476003344	BoTorch
kg	ros	70	3.2929078156283746	BoTorch
kg	ros	71	3.4253991982899605	BoTorch
kg	ros	72	2.6841587909962983	BoTorch
kg	ros	73	3.526190502398337	BoTorch
kg	ros	74	3.382103348104283	BoTorch
kg	ros	75	3.311008527580028	BoTorch
kg	ros	76	3.6793226942420008	BoTorch
kg	ros	77	2.9956711628319073	BoTorch
kg	ros	78	3.426066794836273	BoTorch
kg	ros	79	3.0971865533851086	BoTorch
kg	ros	80	3.1329461845414093	BoTorch
kg	ros	81	2.713179965208595	BoTorch
kg	ros	82	3.2658234449879577	BoTorch
kg	ros	83	3.571970718804126	BoTorch
kg	ros	84	3.4429573505806426	BoTorch
kg	ros	85	2.9377470743687204	BoTorch
kg	ros	86	3.3620223308447748	BoTorch
kg	ros	87	2.9846540867971876	BoTorch
kg	ros	88	3.147133039822802	BoTorch
kg	ros	89	2.8851729632976153	BoTorch
kg	ros	90	3.790402091977497	BoTorch
kg	ros	91	3.0139049689595896	BoTorch
kg	ros	92	3.182909244329979	BoTorch
kg	ros	93	2.9029668275266887	BoTorch
kg	ros	94	3.2096863226344188	BoTorch
kg	ros	95	3.1847489941554765	BoTorch
kg	ros	96	3.147215492123117	BoTorch
kg	ros	97	3.630083762823294	BoTorch
kg	ros	98	2.869081980890284	BoTorch
kg	ros	99	2.89162473808974	BoTorch
lpi	h6	0	0.13282846001287302	BoTorch
lpi	h6	1	0.11629809672012925	BoTorch
lpi	h6	2	0.13997536742438874	BoTorch
lpi	h6	3	0.12961787947764	BoTorch
lpi	h6	4	0.13592459860568246	BoTorch
lpi	h6	5	0.09902658943707744	BoTorch
lpi	h6	6	0.12793782412384946	BoTorch
lpi	h6	7	0.10358400559052824	BoTorch
lpi	h6	8	0.11788453217595815	BoTorch
lpi	h6	9	0.12553403846298655	BoTorch
lpi	h6	10	0.11438732771202922	BoTorch
